X1 lower, X1 upper, X3 lower, X3 upper, Result, Total Time, DNN Time, Num Branches, Num Flowpipes
-0.574900, -0.574850, 0.300000, 2.000000, SAFE, 45737.423946, 24139.300781, 2, 1808
-0.573700, -0.573650, 0.300000, 2.000000, SAFE, 45812.557459, 24158.275391, 2, 1808
-0.573800, -0.573750, 0.300000, 2.000000, SAFE, 45392.274927, 23934.136719, 2, 1808
-0.574300, -0.574250, 0.300000, 2.000000, SAFE, 45624.365908, 24035.132812, 2, 1808
-0.575350, -0.575300, 0.300000, 2.000000, SAFE, 45685.955243, 23964.548828, 2, 1808
-0.574600, -0.574550, 0.300000, 2.000000, SAFE, 46022.342388, 24367.462891, 2, 1808
-0.573500, -0.573450, 0.300000, 2.000000, SAFE, 46251.192446, 24418.136719, 2, 1808
-0.573600, -0.573550, 0.300000, 2.000000, SAFE, 46025.817372, 24427.103516, 2, 1808
-0.575450, -0.575400, 0.300000, 2.000000, SAFE, 46382.075161, 24522.396484, 3, 1828
-0.574000, -0.573950, 0.300000, 2.000000, SAFE, 45747.823698, 24124.554688, 2, 1808
-0.574050, -0.574000, 0.300000, 2.000000, SAFE, 45744.317106, 24231.269531, 2, 1808
-0.575300, -0.575250, 0.300000, 2.000000, SAFE, 45777.773841, 24301.126953, 2, 1808
-0.574800, -0.574750, 0.300000, 2.000000, SAFE, 46063.965973, 24279.037109, 3, 1828
